pair,case_id,noise_rate,seed,correct_top1_a,correct_top1_b,delta_correct_top1,brier_score_a,brier_score_b,delta_brier_score,total_atomic_questions_a,total_atomic_questions_b,delta_total_atomic_questions,verification_questions_a,verification_questions_b,delta_verification_questions,unnecessary_verifications_a,unnecessary_verifications_b,delta_unnecessary_verifications
corrected_vs_heuristic,83868,0.2,2028.0,1,1,0.0,0.00153811,0.00961691,-0.0080788,2,7,-5.0,0,1,-1.0,0,1,-1.0
corrected_vs_heuristic,83868,0.3,2026.0,1,1,0.0,0.00153811,0.00041947,0.00111864,2,5,-3.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,83868,0.3,2027.0,1,1,0.0,0.00153811,0.00041947,0.00111864,2,5,-3.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,83868,0.3,2028.0,1,1,0.0,0.02060125,0.00497991,0.01562134,2,8,-6.0,0,1,-1.0,0,0,0.0
corrected_vs_heuristic,84221,0.2,2026.0,1,1,0.0,0.00153811,0.00041947,0.00111864,2,5,-3.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,84221,0.2,2027.0,1,1,0.0,0.02993334,0.00136889,0.02856445,3,5,-2.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,84221,0.2,2028.0,1,1,0.0,0.00153811,0.00161672,-7.861e-05,2,2,0.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,84221,0.3,2026.0,1,1,0.0,0.02061492,0.00161672,0.0189982,2,2,0.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,84221,0.3,2027.0,1,1,0.0,0.00153811,0.00161672,-7.861e-05,2,2,0.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,84221,0.3,2028.0,1,1,0.0,0.02037717,9.844e-05,0.02027873,3,5,-2.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,84233,0.2,2026.0,1,1,0.0,0.01761458,0.00096892,0.01664566,1,3,-2.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,84233,0.2,2027.0,1,1,0.0,0.01761458,0.00074205,0.01687253,1,3,-2.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,84233,0.2,2028.0,1,1,0.0,0.01761458,0.00074205,0.01687253,1,3,-2.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,84233,0.3,2026.0,1,1,0.0,0.01761458,0.00096892,0.01664566,1,3,-2.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,84233,0.3,2027.0,1,1,0.0,0.00045694,0.00535003,-0.00489309,12,12,0.0,0,1,-1.0,0,1,-1.0
corrected_vs_heuristic,84233,0.3,2028.0,1,1,0.0,0.01761458,0.00061897,0.01699561,1,3,-2.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,84903,0.2,2026.0,1,1,0.0,0.00042708,0.00011869,0.00030839,9,5,4.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,84903,0.2,2027.0,1,1,0.0,0.00077612,0.0011129,-0.00033678,9,13,-4.0,0,1,-1.0,0,1,-1.0
corrected_vs_heuristic,84903,0.2,2028.0,0,1,-1.0,1.8062154,0.00064835,1.80556705,4,9,-5.0,0,1,-1.0,0,0,0.0
corrected_vs_heuristic,84903,0.3,2026.0,1,1,0.0,0.00040997,0.00011869,0.00029128,7,5,2.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,84903,0.3,2027.0,1,1,0.0,3.388e-05,0.00040064,-0.00036676,8,6,2.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,84903,0.3,2028.0,1,1,0.0,0.00043662,2.191e-05,0.00041471,10,6,4.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,85727,0.2,2026.0,1,0,1.0,0.76382898,0.91939025,-0.15556127,15,15,0.0,0,1,-1.0,0,0,0.0
corrected_vs_heuristic,85727,0.2,2027.0,0,0,0.0,0.92876382,1.32831441,-0.39955059,15,15,0.0,0,1,-1.0,0,0,0.0
corrected_vs_heuristic,85727,0.2,2028.0,0,1,-1.0,0.9469752,0.77355712,0.17341808,15,15,0.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,85727,0.3,2026.0,0,0,0.0,1.35711054,1.31406281,0.04304773,15,15,0.0,0,1,-1.0,0,0,0.0
corrected_vs_heuristic,85727,0.3,2027.0,1,0,1.0,0.85854768,0.79793272,0.06061496,15,15,0.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,85727,0.3,2028.0,0,0,0.0,0.91037913,1.11744708,-0.20706795,15,15,0.0,0,1,-1.0,0,0,0.0
corrected_vs_heuristic,85736,0.2,2026.0,1,1,0.0,0.0005021,0.0005021,0.0,5,5,0.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,85736,0.2,2027.0,1,1,0.0,0.0005021,0.0005021,0.0,5,5,0.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,85736,0.2,2028.0,1,1,0.0,0.00979362,0.00010433,0.00968929,5,7,-2.0,0,1,-1.0,0,1,-1.0
corrected_vs_heuristic,85736,0.3,2026.0,0,0,0.0,0.90453588,0.97618454,-0.07164866,15,15,0.0,0,1,-1.0,0,1,-1.0
corrected_vs_heuristic,85736,0.3,2027.0,1,0,1.0,0.01327964,0.6381433,-0.62486366,4,15,-11.0,0,1,-1.0,0,1,-1.0
corrected_vs_heuristic,85736,0.3,2028.0,1,1,0.0,0.01280879,0.00018323,0.01262556,5,5,0.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,85911,0.2,2026.0,0,1,-1.0,0.95234012,0.75899629,0.19334383,15,15,0.0,0,1,-1.0,0,0,0.0
corrected_vs_heuristic,85911,0.2,2027.0,1,0,1.0,0.82039188,1.28307262,-0.46268074,15,15,0.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,85911,0.2,2028.0,0,0,0.0,1.88687681,1.85806264,0.02881417,15,13,2.0,1,1,0.0,0,0,0.0
corrected_vs_heuristic,85911,0.3,2026.0,0,0,0.0,1.70396039,0.93469444,0.76926595,14,15,-1.0,0,1,-1.0,0,0,0.0
corrected_vs_heuristic,85911,0.3,2027.0,0,0,0.0,1.01451214,0.88242899,0.13208315,15,15,0.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,85911,0.3,2028.0,0,0,0.0,1.3197158,0.857008,0.4627078,15,15,0.0,0,1,-1.0,0,0,0.0
corrected_vs_heuristic,86202,0.2,2026.0,0,0,0.0,1.93171838,1.93623362,-0.00451524,11,13,-2.0,0,1,-1.0,0,1,-1.0
corrected_vs_heuristic,86202,0.2,2027.0,1,1,0.0,0.00966427,0.00258947,0.0070748,5,5,0.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,86202,0.2,2028.0,1,1,0.0,0.00130237,4.046e-05,0.00126191,4,4,0.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,86202,0.3,2026.0,1,1,0.0,0.00130237,0.00043313,0.00086924,4,6,-2.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,86202,0.3,2027.0,1,1,0.0,0.01186348,4.046e-05,0.01182302,8,4,4.0,1,0,1.0,1,0,1.0
corrected_vs_heuristic,86202,0.3,2028.0,0,0,0.0,1.20631308,0.98590464,0.22040844,15,15,0.0,0,1,-1.0,0,1,-1.0
corrected_vs_heuristic,86739,0.2,2026.0,0,0,0.0,1.83920148,0.86603497,0.97316651,15,15,0.0,0,1,-1.0,0,0,0.0
corrected_vs_heuristic,86739,0.2,2027.0,1,1,0.0,0.45503617,0.00367295,0.45136322,15,13,2.0,0,1,-1.0,0,1,-1.0
corrected_vs_heuristic,86739,0.2,2028.0,0,1,-1.0,0.92686505,0.00745092,0.91941413,15,13,2.0,0,1,-1.0,0,1,-1.0
corrected_vs_heuristic,86739,0.3,2026.0,1,1,0.0,0.00336418,0.00178711,0.00157707,10,13,-3.0,0,1,-1.0,0,1,-1.0
corrected_vs_heuristic,86739,0.3,2027.0,1,0,1.0,0.01114766,1.2955639,-1.28441624,14,15,-1.0,1,1,0.0,0,0,0.0
corrected_vs_heuristic,86739,0.3,2028.0,0,0,0.0,1.02386558,0.62499163,0.39887395,15,15,0.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,87344,0.2,2026.0,1,1,0.0,0.00838825,0.00398035,0.0044079,3,3,0.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,87344,0.2,2027.0,1,0,1.0,0.00037456,0.97226382,-0.97188926,4,15,-11.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,87344,0.2,2028.0,1,1,0.0,0.00838825,0.00398035,0.0044079,3,3,0.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,87344,0.3,2026.0,1,1,0.0,0.00838825,0.00020382,0.00818443,3,6,-3.0,0,1,-1.0,0,1,-1.0
corrected_vs_heuristic,87344,0.3,2027.0,1,1,0.0,0.00668492,0.00457608,0.00210884,5,8,-3.0,0,1,-1.0,0,1,-1.0
corrected_vs_heuristic,87344,0.3,2028.0,1,1,0.0,0.00386728,0.00412797,-0.00026069,9,5,4.0,1,1,0.0,0,1,-1.0
corrected_vs_heuristic,87604,0.2,2026.0,1,1,0.0,0.01359522,0.0010309,0.01256432,12,9,3.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,87604,0.2,2027.0,1,1,0.0,0.00673504,0.00080356,0.00593148,6,11,-5.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,87604,0.2,2028.0,1,1,0.0,0.01213867,0.00135906,0.01077961,6,10,-4.0,1,1,0.0,0,0,0.0
corrected_vs_heuristic,87604,0.3,2026.0,1,1,0.0,0.00027906,0.00087127,-0.00059221,7,10,-3.0,1,1,0.0,1,0,1.0
corrected_vs_heuristic,87604,0.3,2027.0,1,0,1.0,0.00682428,0.94028628,-0.933462,7,15,-8.0,0,1,-1.0,0,1,-1.0
corrected_vs_heuristic,87604,0.3,2028.0,1,0,1.0,0.00673504,1.95852856,-1.95179352,6,3,3.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,88032,0.2,2026.0,0,0,0.0,0.99805118,0.97764169,0.02040949,15,15,0.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,88032,0.2,2027.0,0,0,0.0,1.02136627,1.51579093,-0.49442466,15,15,0.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,88032,0.2,2028.0,0,0,0.0,1.53347716,0.94792146,0.5855557,15,15,0.0,0,1,-1.0,0,0,0.0
corrected_vs_heuristic,88032,0.3,2026.0,0,0,0.0,1.0533311,1.00746906,0.04586204,15,15,0.0,0,1,-1.0,0,0,0.0
corrected_vs_heuristic,88032,0.3,2027.0,0,0,0.0,1.08647112,1.04848492,0.0379862,15,15,0.0,0,1,-1.0,0,0,0.0
corrected_vs_heuristic,88032,0.3,2028.0,0,0,0.0,1.0222309,0.98621098,0.03601992,15,15,0.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,89009,0.2,2026.0,1,1,0.0,0.00011683,0.03148354,-0.03136671,10,5,5.0,1,0,1.0,0,0,0.0
corrected_vs_heuristic,89009,0.2,2027.0,1,1,0.0,0.00033847,0.03148354,-0.03114507,11,5,6.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,89009,0.2,2028.0,0,1,-1.0,1.10696102,0.04253256,1.06442846,15,10,5.0,0,1,-1.0,0,0,0.0
corrected_vs_heuristic,89009,0.3,2026.0,1,1,0.0,0.04878361,0.03576989,0.01301372,15,8,7.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,89009,0.3,2027.0,1,1,0.0,0.03743351,0.02864734,0.00878617,9,7,2.0,0,1,-1.0,0,1,-1.0
corrected_vs_heuristic,89009,0.3,2028.0,0,0,0.0,1.95876596,1.73189759,0.22686837,14,15,-1.0,0,1,-1.0,0,1,-1.0
corrected_vs_heuristic,89256,0.2,2026.0,1,0,1.0,0.02914778,1.10717219,-1.07802441,1,15,-14.0,0,1,-1.0,0,1,-1.0
corrected_vs_heuristic,89256,0.2,2027.0,1,1,0.0,0.02914778,0.00121483,0.02793295,1,7,-6.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,89256,0.2,2028.0,1,1,0.0,0.02914778,0.0001476,0.02900018,1,15,-14.0,0,1,-1.0,0,0,0.0
corrected_vs_heuristic,89256,0.3,2026.0,1,1,0.0,0.02914778,0.0009295,0.02821828,1,9,-8.0,0,1,-1.0,0,0,0.0
corrected_vs_heuristic,89256,0.3,2027.0,1,1,0.0,0.46859113,0.09129443,0.3772967,15,15,0.0,0,1,-1.0,0,0,0.0
corrected_vs_heuristic,89256,0.3,2028.0,1,1,0.0,0.02914778,0.00033078,0.028817,1,9,-8.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,89859,0.2,2026.0,1,1,0.0,0.00114103,0.00114103,0.0,2,2,0.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,89859,0.2,2027.0,1,1,0.0,0.00114103,0.00114103,0.0,2,2,0.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,89859,0.2,2028.0,1,1,0.0,0.00114103,0.00114103,0.0,2,2,0.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,89859,0.3,2026.0,1,1,0.0,0.00869123,0.00934615,-0.00065492,4,6,-2.0,0,1,-1.0,0,1,-1.0
corrected_vs_heuristic,89859,0.3,2027.0,0,0,0.0,1.8603642,1.8603642,0.0,3,3,0.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,89859,0.3,2028.0,1,1,0.0,0.00225171,0.00225171,0.0,2,2,0.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,90251,0.2,2026.0,1,1,0.0,0.00017422,0.00436835,-0.00419413,5,6,-1.0,0,1,-1.0,0,1,-1.0
corrected_vs_heuristic,90251,0.2,2027.0,1,0,1.0,0.00017422,1.86396436,-1.86379014,5,5,0.0,0,1,-1.0,0,0,0.0
corrected_vs_heuristic,90251,0.2,2028.0,1,1,0.0,0.00020523,2.554e-05,0.00017969,5,4,1.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,90251,0.3,2026.0,1,1,0.0,0.00389061,0.00024758,0.00364303,6,6,0.0,0,1,-1.0,0,0,0.0
corrected_vs_heuristic,90251,0.3,2027.0,1,1,0.0,0.00074415,0.00570624,-0.00496209,10,4,6.0,1,1,0.0,1,1,0.0
corrected_vs_heuristic,90251,0.3,2028.0,1,1,0.0,0.00327669,0.00570624,-0.00242955,6,4,2.0,1,1,0.0,0,1,-1.0
corrected_vs_heuristic,90954,0.2,2026.0,1,1,0.0,0.0001808,0.0001222,5.86e-05,10,7,3.0,0,1,-1.0,0,1,-1.0
corrected_vs_heuristic,90954,0.2,2027.0,1,1,0.0,0.0016719,0.00139886,0.00027304,7,6,1.0,0,1,-1.0,0,1,-1.0
corrected_vs_heuristic,90954,0.2,2028.0,1,1,0.0,0.00027714,0.00031435,-3.721e-05,7,5,2.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,90954,0.3,2026.0,1,1,0.0,0.00024714,0.00025607,-8.93e-06,10,7,3.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,90954,0.3,2027.0,0,1,-1.0,1.86347023,0.00394516,1.85952507,4,8,-4.0,0,1,-1.0,0,1,-1.0
corrected_vs_heuristic,90954,0.3,2028.0,1,1,0.0,0.00028924,0.00031435,-2.511e-05,7,5,2.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,92532,0.2,2026.0,0,0,0.0,1.0088932,1.02458689,-0.01569369,15,15,0.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,92532,0.2,2027.0,0,0,0.0,1.10020159,0.92865085,0.17155074,15,15,0.0,0,1,-1.0,0,1,-1.0
corrected_vs_heuristic,92532,0.2,2028.0,0,1,-1.0,1.2634748,0.00225832,1.26121648,15,14,1.0,0,1,-1.0,0,1,-1.0
corrected_vs_heuristic,92532,0.3,2026.0,0,1,-1.0,0.94471265,0.17369856,0.77101409,15,15,0.0,0,1,-1.0,0,1,-1.0
corrected_vs_heuristic,92532,0.3,2027.0,0,0,0.0,1.96222743,0.91931938,1.04290805,11,15,-4.0,0,1,-1.0,0,1,-1.0
corrected_vs_heuristic,92532,0.3,2028.0,0,0,0.0,0.99469692,0.89473827,0.09995865,15,15,0.0,0,1,-1.0,0,1,-1.0
corrected_vs_heuristic,92863,0.2,2026.0,1,0,1.0,0.06215323,0.69159556,-0.62944233,3,15,-12.0,0,1,-1.0,0,0,0.0
corrected_vs_heuristic,92863,0.2,2027.0,1,1,0.0,0.02914778,0.00033143,0.02881635,1,9,-8.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,92863,0.2,2028.0,1,1,0.0,0.02914778,0.00023489,0.02891289,1,10,-9.0,0,1,-1.0,0,0,0.0
corrected_vs_heuristic,92863,0.3,2026.0,1,1,0.0,0.02914778,0.00033143,0.02881635,1,9,-8.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,92863,0.3,2027.0,1,1,0.0,0.02914778,0.00395481,0.02519297,1,14,-13.0,0,1,-1.0,0,0,0.0
corrected_vs_heuristic,92863,0.3,2028.0,1,1,0.0,0.04095896,0.00919368,0.03176528,13,14,-1.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,92888,0.2,2026.0,1,1,0.0,0.00057591,0.00083725,-0.00026134,10,4,6.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,92888,0.2,2027.0,0,1,-1.0,1.26897278,0.00112373,1.26784905,15,15,0.0,0,1,-1.0,0,0,0.0
corrected_vs_heuristic,92888,0.2,2028.0,0,1,-1.0,1.01430873,0.00083725,1.01347148,15,4,11.0,1,0,1.0,1,0,1.0
corrected_vs_heuristic,92888,0.3,2026.0,1,1,0.0,0.00047523,0.00083725,-0.00036202,10,4,6.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,92888,0.3,2027.0,1,1,0.0,0.00114404,0.00040451,0.00073953,14,15,-1.0,0,1,-1.0,0,1,-1.0
corrected_vs_heuristic,92888,0.3,2028.0,0,1,-1.0,1.86197559,0.00083725,1.86113834,3,4,-1.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,92927,0.2,2026.0,1,1,0.0,0.00627849,0.00417361,0.00210488,15,14,1.0,0,1,-1.0,0,1,-1.0
corrected_vs_heuristic,92927,0.2,2027.0,1,1,0.0,0.00296377,0.00283591,0.00012786,8,12,-4.0,0,1,-1.0,0,1,-1.0
corrected_vs_heuristic,92927,0.2,2028.0,1,1,0.0,0.0001977,0.00062532,-0.00042762,13,10,3.0,0,1,-1.0,0,1,-1.0
corrected_vs_heuristic,92927,0.3,2026.0,0,1,-1.0,1.85283647,0.00043922,1.85239725,12,13,-1.0,0,1,-1.0,0,1,-1.0
corrected_vs_heuristic,92927,0.3,2027.0,1,1,0.0,0.78876463,0.19235083,0.5964138,15,15,0.0,0,1,-1.0,0,1,-1.0
corrected_vs_heuristic,92927,0.3,2028.0,1,1,0.0,0.49303778,0.00076183,0.49227595,15,13,2.0,0,1,-1.0,0,1,-1.0
corrected_vs_heuristic,92941,0.2,2026.0,0,0,0.0,1.0508556,1.08534984,-0.03449424,15,15,0.0,0,1,-1.0,0,0,0.0
corrected_vs_heuristic,92941,0.2,2027.0,0,1,-1.0,0.99975652,0.50243987,0.49731665,15,15,0.0,0,1,-1.0,0,1,-1.0
corrected_vs_heuristic,92941,0.2,2028.0,0,0,0.0,1.03196783,1.24763709,-0.21566926,15,15,0.0,0,1,-1.0,0,0,0.0
corrected_vs_heuristic,92941,0.3,2026.0,0,1,-1.0,1.21677843,0.00043142,1.21634701,15,15,0.0,0,1,-1.0,0,1,-1.0
corrected_vs_heuristic,92941,0.3,2027.0,0,0,0.0,1.16285699,1.11951135,0.04334564,15,15,0.0,0,1,-1.0,0,0,0.0
corrected_vs_heuristic,92941,0.3,2028.0,0,0,0.0,1.74009868,1.74055271,-0.00045403,5,15,-10.0,0,1,-1.0,0,0,0.0
corrected_vs_heuristic,93872,0.2,2026.0,1,1,0.0,0.00160995,0.00160995,0.0,2,2,0.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,93872,0.2,2027.0,1,1,0.0,0.00181607,0.00024327,0.0015728,5,12,-7.0,0,1,-1.0,0,1,-1.0
corrected_vs_heuristic,93872,0.2,2028.0,1,1,0.0,0.00903552,0.00903552,0.0,4,4,0.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,93872,0.3,2026.0,1,1,0.0,0.00365075,0.00365075,0.0,2,2,0.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,93872,0.3,2027.0,1,1,0.0,0.00160995,0.00160995,0.0,2,2,0.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,93872,0.3,2028.0,1,1,0.0,0.00161672,0.00161672,0.0,3,3,0.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,94518,0.2,2026.0,1,1,0.0,0.00415588,0.00490537,-0.00074949,3,15,-12.0,0,1,-1.0,0,1,-1.0
corrected_vs_heuristic,94518,0.2,2027.0,1,1,0.0,0.0007524,8.06e-05,0.0006718,3,6,-3.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,94518,0.2,2028.0,1,1,0.0,0.0007524,0.01030686,-0.00955446,3,13,-10.0,0,1,-1.0,0,1,-1.0
corrected_vs_heuristic,94518,0.3,2026.0,1,1,0.0,0.00641084,2.727e-05,0.00638357,6,8,-2.0,0,1,-1.0,0,1,-1.0
corrected_vs_heuristic,94518,0.3,2027.0,1,1,0.0,0.01056549,0.00207361,0.00849188,5,8,-3.0,0,1,-1.0,0,1,-1.0
corrected_vs_heuristic,94518,0.3,2028.0,1,1,0.0,0.0007524,0.00010594,0.00064646,3,5,-2.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,95569,0.2,2026.0,1,1,0.0,0.01277118,0.00863943,0.00413175,14,13,1.0,0,1,-1.0,0,1,-1.0
corrected_vs_heuristic,95569,0.2,2027.0,1,0,1.0,0.00528397,1.04171369,-1.03642972,9,15,-6.0,0,1,-1.0,0,0,0.0
corrected_vs_heuristic,95569,0.2,2028.0,1,1,0.0,0.63787834,0.6031993,0.03467904,15,15,0.0,0,1,-1.0,0,0,0.0
corrected_vs_heuristic,95569,0.3,2026.0,0,0,0.0,1.83976075,1.95051428,-0.11075353,3,11,-8.0,0,1,-1.0,0,0,0.0
corrected_vs_heuristic,95569,0.3,2027.0,0,0,0.0,0.92363277,0.93510733,-0.01147456,15,15,0.0,0,1,-1.0,0,1,-1.0
corrected_vs_heuristic,95569,0.3,2028.0,1,0,1.0,0.48671636,0.55387523,-0.06715887,15,15,0.0,0,1,-1.0,0,1,-1.0
corrected_vs_heuristic,9636,0.2,2026.0,1,1,0.0,0.00038404,0.0326868,-0.03230276,4,15,-11.0,0,1,-1.0,0,1,-1.0
corrected_vs_heuristic,9636,0.2,2027.0,1,1,0.0,0.03282905,0.000183,0.03264605,4,5,-1.0,0,1,-1.0,0,1,-1.0
corrected_vs_heuristic,9636,0.2,2028.0,1,1,0.0,0.00859624,0.0029091,0.00568714,2,3,-1.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,9636,0.3,2026.0,1,1,0.0,0.00885246,0.00238668,0.00646578,8,15,-7.0,0,1,-1.0,0,0,0.0
corrected_vs_heuristic,9636,0.3,2027.0,1,1,0.0,0.0030313,8.408e-05,0.00294722,3,8,-5.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,9636,0.3,2028.0,1,1,0.0,0.0049747,0.00013592,0.00483878,2,7,-5.0,0,1,-1.0,0,1,-1.0
corrected_vs_heuristic,97191,0.2,2026.0,0,1,-1.0,1.40828164,0.01107202,1.39720962,15,15,0.0,1,1,0.0,1,0,1.0
corrected_vs_heuristic,97191,0.2,2027.0,1,1,0.0,0.00661148,0.0054419,0.00116958,12,6,6.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,97191,0.2,2028.0,0,0,0.0,0.93106594,0.5244878,0.40657814,15,15,0.0,0,1,-1.0,0,1,-1.0
corrected_vs_heuristic,97191,0.3,2026.0,1,1,0.0,0.00632609,0.00742215,-0.00109606,12,8,4.0,0,1,-1.0,0,1,-1.0
corrected_vs_heuristic,97191,0.3,2027.0,0,0,0.0,1.2882261,1.85829387,-0.57006777,15,10,5.0,0,1,-1.0,0,0,0.0
corrected_vs_heuristic,97191,0.3,2028.0,0,0,0.0,0.93757932,0.75920989,0.17836943,15,15,0.0,0,1,-1.0,0,0,0.0
corrected_vs_heuristic,97228,0.2,2026.0,1,1,0.0,0.12422207,0.13483552,-0.01061345,15,15,0.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,97228,0.2,2027.0,1,1,0.0,0.09137343,0.59219285,-0.50081942,15,15,0.0,0,1,-1.0,0,0,0.0
corrected_vs_heuristic,97228,0.2,2028.0,1,0,1.0,0.04498268,1.91852746,-1.87354478,9,14,-5.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,97228,0.3,2026.0,1,1,0.0,0.02851635,0.08260133,-0.05408498,11,15,-4.0,0,1,-1.0,0,1,-1.0
corrected_vs_heuristic,97228,0.3,2027.0,1,0,1.0,0.03397782,1.04217974,-1.00820192,11,15,-4.0,0,1,-1.0,0,0,0.0
corrected_vs_heuristic,97228,0.3,2028.0,1,1,0.0,0.03819809,0.19629985,-0.15810176,10,15,-5.0,0,1,-1.0,0,1,-1.0
corrected_vs_heuristic,97540,0.2,2026.0,1,1,0.0,0.00370044,0.00118439,0.00251605,2,4,-2.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,97540,0.2,2027.0,1,1,0.0,0.00029384,0.00104104,-0.0007472,2,7,-5.0,0,1,-1.0,0,1,-1.0
corrected_vs_heuristic,97540,0.2,2028.0,1,0,1.0,0.00029384,1.02358615,-1.02329231,2,15,-13.0,0,1,-1.0,0,0,0.0
corrected_vs_heuristic,97540,0.3,2026.0,1,1,0.0,0.00029384,0.00039292,-9.908e-05,2,12,-10.0,0,1,-1.0,0,0,0.0
corrected_vs_heuristic,97540,0.3,2027.0,1,1,0.0,0.00403282,0.00292018,0.00111264,3,11,-8.0,0,1,-1.0,0,1,-1.0
corrected_vs_heuristic,97540,0.3,2028.0,1,1,0.0,0.00449253,7.268e-05,0.00441985,2,4,-2.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,97571,0.2,2026.0,0,1,-1.0,1.22517645,0.00037329,1.22480316,15,10,5.0,0,1,-1.0,0,1,-1.0
corrected_vs_heuristic,97571,0.2,2027.0,0,1,-1.0,1.08854937,2.415e-05,1.08852522,15,15,0.0,0,1,-1.0,0,0,0.0
corrected_vs_heuristic,97571,0.2,2028.0,1,1,0.0,0.01007975,0.00376183,0.00631792,12,11,1.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,97571,0.3,2026.0,0,1,-1.0,1.1838658,0.00750542,1.17636038,15,10,5.0,0,1,-1.0,0,1,-1.0
corrected_vs_heuristic,97571,0.3,2027.0,1,1,0.0,0.00396363,0.00110563,0.002858,13,10,3.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,97571,0.3,2028.0,0,1,-1.0,1.42943684,2.138e-05,1.42941546,15,9,6.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,97951,0.2,2026.0,1,1,0.0,0.00118374,0.00118374,0.0,2,2,0.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,97951,0.2,2027.0,1,1,0.0,0.00118374,0.00118374,0.0,2,2,0.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,97951,0.2,2028.0,1,1,0.0,0.00118374,0.00118374,0.0,2,2,0.0,0,0,0.0,0,0,0.0
corrected_vs_heuristic,97951,0.3,2026.0,0,1,-1.0,1.81603847,0.02275256,1.79328591,3,15,-12.0,0,1,-1.0,0,0,0.0
corrected_vs_heuristic,97951,0.3,2027.0,1,1,0.0,0.00118374,0.00118374,0.0,2,2,0.0,0,0,0.0,0,0,0.0
